content	polarity	
Словоблудие.....Смирнов предрекал (справедливости ради отметим ни он один) крах лата а это сигнал--иди покупай другую валюту. В то время было много желающих поиграться на валютных рынках, их и сейчас хватает но и горе советчиков сейчас нет.		
"Viens kretīns,kas noarganizēja mītiņu ar domu,lai tiktu valdībā vai arī izmainīt kaut kādu rebu,kurš šis netika klāt..sanāca pastalnieki un bariņs organizēti jaunieši, ar kaut kādu domu,kurus vadīja kaut kāds krieviski runājošais urla,pats dzirdēju ,ka šis deva komandas kuram flangam iet uz darboties,tas mani pat izbrīnija..nebija jau doma,lai gāztu kaut kādu ,,ziemas pili&quot;..bet vienkārši pabļaustīties,tad sāka dominēt pūļa psihe,kur bomžaras un profenes ,teķu čali sāka izpausties ar demolēšanu..paldies,ka man bija sarunāta tikšanās kafeinīcā uz čakenes un līdz ar to parējo sviestu redzēju pa tv...\
Daudzi tur aiz pārpratuma tika sašnorēti,jo bija neīstā vietā un laikā..Tādi kā Anši bija vairāki,kas nesaprata,ka revolūcijās viens kretīns, nomaina otru kretīnu..Vai kāds no organizētājiem Ansim palīdzēja..?!"		
Зато неплохо владеют русским. Может что-то поменять в политической ориентации?		
forsa vasara buja un ziema arii		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
Brokas zvaigžnu komanda.... Mūsējiem vēl paveic;as, ka laikus uz traci netika Kongo un Subsahāras komandas, bet Namībija vēl sevi parādīs		
А в прошлом году еще больше...Вы поставили предпринимателей в угол- или закрывать производство или зарплата в конвертах...Шаши драконовские налоговые ПОБОРЫ Боливар(бизнесмен) вытянуть не может!		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
Paldies operatoram, paldies par pozitīvajiem komentāriem, paldies pašvaldības policistiem. Esmu fūres vadītājs, arī bobiks ir mans. Fūres bāze ir Cēsis. Sākumā palikām Gaujas ielas serpantīnā,tad mēģinājām tikt uz Pētera ielu,rezultātā tikai līkumā nobloķējām abas ielas, tad pieņēmām lēmumu braukt caur centru, jo tur mazāks kāpums. Diemžēl pie pirts bija sastrēgums un biju spiests apstāties. Tad nu skrēju pēc bobika, jo vēl bija jāpaspēj Madonā uzkrauties. Ceru, ka Cēsu novada dome atmaksās transmisijas remontu&#x1F602. Paldies deputātiem par savu uzņēmēju atbalstu. Varbūt būt vēl uztaisiet Cēsīs maksas iebraukšanu?&#x1F644		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
Kur tu dabūsi tik daudz Latvijā rražotas preces? :D		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
На обещаниях власть держится, а уже народ не верит. Все как прежде, улучшений не ждем		
Арбуз, Вы исключительно интеллектуальный собеседник, но уж очень тормознутый... &quot;Шлаг&quot; - это собирательный образ всего что может случиться в квартире и ради чего недовольные соседи могут потребовать ломать дверь в чужое жилище. Ответ один: сломать можно всё что угодно, но для этого нужны веские основания. И решение в любом случае принимают люди а им, как известно, свойственно ошибаться. Но закрепить в законе &quot;взлом чужой собственности&quot; это вообще нонсенс.		
Вы такой же недоразвитый, если не понимаете. Для человека важнее мозг, а не мускулы, но не всем дано это понять.		
"А Вам прям сами куры на рынке рассказали чем их кормили?\
"		
Gadās. 1 : 1		
И, кстати, заливать квартиру может не только прорвавшийся шланг, ещё и нерадивый квартиросъёмщик. Уснул, а воду на кухне или в ванной не выключил. Лично нас, в своё время так и залили. 		
&quot;Латвийский клуб веселых и находчивых&quot; и &quot;Комитет юмора&quot;.--i.dd -- i za moy schet? ne xilo!		
Un kā tev šķiet, ko viņš tur raksta? Paprasi un turpat uz vietas dabūsi izlasīt.		
Лучше нету на свете одежи,чем бронза мускул,и бронза кожи...Грязь не сало,нарастет,отвалится...		
Atpakaļ Muižnieku, laikam kads speciāli grib visu nogremdét. Lūsa pat pa 0 šaujot netiek 60nieka, pat 80nieka.		
"А военноначальник нерусского происхождения , говорил если русских в части меньше половины,\
то она не боеспособна.\
Откуда вы только лезите?\
"		
Я малость не понимаю, их в какой парламент хотят избрать - в английский или латвийский? В английский они умом не подайдут, в латвийском и без английского сойдут. 		
Ну все НАТО писец		
Labāk būtu iskaidrojuši - ko nozīmē PVN plaisa?!!!!!????		
Labāk būtu iskaidrojuši - ko nozīmē PVN plaisa?!!!!!????		
Marenim jãiet uz mäjäm šodien. 		
Если скоро в результате всех &quot;оптимизаций&quot; налоговой сферы народ перейдет на натуральный обмен - как СГД будет контролировать эту сферу и брать тут налоги (товаром ?)		
Jebkuru rajonu var pacelt jaunienākuši cilvēki ar augstiem ienākumiem. Un te nu ir problēma: no kurienes viņi nāks? Tad Klusais centrs paliks maskačka?		
"Толик, и что ты хотел сказать своим комментарием? А сегодня в четверках серебро взяли на ЧЕ.\
"		
Atŕādies psihiatram. Kamēr nav par vēlu.		
Plaisa lol		
А я наивный думал главное для министра, и не только для него, это патриотизм, любовь к Родине, забота о народе. Наивный я - для нынешних властей главное английский выучить и русский забыть.		
Mums bija dopingotas lodes un 		
RESPECT !!!		
tā nav sajūta, mūs tiešām uzskata par muļķiem		
Nu superstars tas Marenis. 		
Nē, nu viss jau ir ļoti pareizi. Tikai drīzumā taisās uzsprāgt Jeloustona un tad jūs uzreiz dabūsiet par 6 grādiem mazāk.		
Sociālās taisnības cīnītājus nošaut bez tiesas		
problēmas sākās rozentāles un bekmanes laikā. pēcteči jau tikai strēba sekas, tiesa, ne visai veiksmīgi. īsts veiksmes stāsts bija teljas iesaistīšanās. solīha sakārtot, bet finālā rādīja uz visiem ar pirkstiem.		
Дороги чистите, и пофигу ваши циклоны &#x1F602		
Interesanti kas devis šādu rīkojumu, tiešām aplūkotu no galvas lidz kājām.Kapec bankam butu jadod tāda informācija par savu klientu, tad to pazaudēs . Izvēle visiem, atliek zemes banka.		
На кой, получать в конверте ? Ни больничный толком не оплатят, ни пособие в случае безработицы, отпускные нищенские ! 		
Es ļoti ceru, ka Rīgas satiksmes departaments beidzot padomās par normālu satiksmes organizāciju akrapoles rajonā! 		
"Какой сигнал?\
Он говорил куда идёт Латвия.\
А какая разница в валюте,если цену на товары устанавливает государство.В Литве тоже евро,дорожного налога нет ёпродукты дешевле.\
Причём Смирнов тут.Мало ли что пишут на заборе...."		
"По факту Латвия никому не нужна, жизнь тяжёлая, нефти,газа нет.\
Бегут-спасаются все кто может.\
Извините за цинизм.Всем добра.\
"		
Tā drīz apsīksies idejas nodokļu naudas iztrallināšanai!		
Atkal zog		
Principā Maskavas forštatei ir perspektīva. Ir tikai daži bet. 1) no turienes līdz Vecrīgai tā pati stunda ar kājām ir. Nav tas tuvu centram, kurš arī sen vairs nav nekāds darba vietu klasteris. 2) Demogrāfiskās tendences ir ļoti stabila lieta un dod iespēju prognozēt desmitgades uz priekšu. Maskačku lai atkačātu nepieciešami milzīgi līdzekļi un daudz, daudz jaunu cilvēku. Tas ir iespējams... tikai, ja kāds cits rajons strauji iet uz leju, konkrēti blokmāju būri. Tāds scenārijs ir reāls, bet nez vai Saskaņai tā patiks.		
А фото на заставке статьи сделана в России. 		
Kāda labklājība var bū tno cilvēka, kas pārkāpj savu darbinieku labklājības pamatprincipus? Dienas nauda nekad nav bijusi un nebūs darba algas daļa. To nevar skaitīt pie algas. Darbinieki, kas saņem minimālās un zem minimālās, nedod Dievs vēl aploksnēs. Nomaksātie nodokļi nodrošina darbiniekiem normālu slimības naudu, atvaļinājumu naudu un pabalstus, ja dzīve tā ir iegtozījusies. Kāpēc normālam darba devējam, kuram rūp ir jāmaksā minimālā alga, kad ir skaidrs, ka pats par šo naudu nemaz nevari izdzīvot. Ko viņa darīs šajā amatā? Kas viņu rūp, par ko sāp sirds? Kāds dzirdēja? 		
Krievi malači,viena diena divi zelti stafete,krasavas.&#x1F603&#x1F4AA&#x1F44D		
Varēja jau nu pašas savu plaisu pētīt, savādāk svešā plaisā mazo pirkstiņu redz, bet savējā pat baļķis var apmaldīties! :)		
