content	polarity
Kas tad Matìss ir? Tàds pats saskañas krancis, ko nils liks ta arì darìs, un viss turpinàsies , tikai daudz rafinètàk. Kamèr pùķim nenocirtìs pašu galveno galvu , tikmèr tas bùs vaeošais visàw korupcijas shèmas ar saskañas atbalstu un kangariem , uzpirktajiem valsts nodevèjiem.	HATE
Jautājums neatbilst patiesībai. Jau sen ņem.	SPEECH
Bet kā tad sanāk ieviesīs veselības apdrošināšanu, tad tādiem ARSiem , VC4ie un līdzīgiem kantoriem jāpazūd un valsts veselības aprūpes iestādēs līdzmaksājumam ir jāpazūd, jo valstī startē valsts veselības apdrošināšana!!!!	SPEECH
Būtu labāk pie vecās šokolādes atgriezušies - tās konfektes vairs nav ēdamas.	SPEECH
Beņķis ar Bukšu lasa šito un uz Jaungada pohām cenšas sacerēt kādu murgu par dižčika prognozēm.	SPEECH
Visi militārie konflikti varētu būt šādi,ar olām un miltiem.	SPEECH
Nu redz būs darbs kādam IT mikrouzņēmumam, varēs piedāvāt par nelielu samaksu hakeru pakalpojumus. Piemēram izmainīt statusu NVD sistēmā 50 eur.	SPEECH
Tās kočas jau nav ēdamas - šokolāde draņķīgāka par draņķīgu.	SPEECH
	SPEECH
Vajag ierosināt nākamajā salūtā virs Rīgas ar dronu (lētāk) izkaisīt 25 187 eiro, tas cilvēkiem būtu patiess prieks. Pat ciemiņu un tūristu ierastos ne pa jokam.	SPEECH
Tā nav nekāda apdrošināšana. Tas ir kārtējais birokrātu izdomātais valsts reketa nodoklis, no kura iedzīvotājiem nav un nebūs nekāda labuma un jēgas. Bet žurnālisti pārcentīgi maitas, kas tikai atstrādā viņiem doto smadzeņu pūderēšanas un melošanas uzdevumu.	HATE
Pastrādā kādā mežu brigādē.	SPEECH
Vai arī no Haritonova un viņa rokaspuišiem..	SPEECH
dambrovskim dusa paradijas tapec lai ieklutu eiroparlamenta,jo premjera amata tas nau iespejams,bet nejau tapec ka izjustu kadu vainas sajutu	SPEECH
"Uzmanību! Šovakar no plkst. 22.00 līdz sestdienas (29.12.2018.) plkst. 2.00 tiks veikti E-veselības sistēmas uzlabošanas darbi, kā rezultātā iespējami traucējumi E-veselības sistēmas darbībā! \
Karājas šitas un ieiet nevar."	SPEECH
Arī ap zefīriem tā šokolāde ir mīksta un negaršīga. Tad jau saldējumam Karsons ir simtreiz labāka šokolāde.	SPEECH
Vai Delfi nenopublicetu sarakstu ar to valdibas un amatpersonu vardiem kas 27 (driz 28) gadu laikaa shis sitemas ievieshanu bremzeja?	SPEECH
Kādu tur vēl otro dzīvi?Ātrāk prom no acīm,sevišķi tukšās.Būtu tur vēl kaut kas aizķēries,mošk atdzīvinātu.	SPEECH
Agrāk cilvēkus ārstēja tiešsaitē, ārsts - pacients. Tagad sistēmiskā medicīna pacients - sistēma, piekam nekur nav ārsta, personāls specializējies kādā konkrētā manipulācijā un ārpus savas specializācijas vairs neko nezin. Šādu sistēmu var radīt tikai tie, kas parakstījuši līgumu ar pašu Volandu.	SPEECH
Nesaprotu par ko murgo ?	SPEECH
Nekas nav jāmaksā, ne uzreiz, ne pa mēnešiem. Izklausās tik tiešām kkas stulbs samuhļīts pa visiem tur ar caksu priekšgalā.	HATE
"ZBH 01.01.2019 10:35\
Ugunsgrēkos dēļ īssavienojumiem aiziet bojā daudz vairāk kā dēļ gāzes eksplozijas.\
-----------------------------------------------------------------------------\
Tu tikai aizmirsi tādu sīkumiņu, ka ugunsgrēks nav tas pats kas eksplozija. Ugunsgrēks izplatās ar noteiktu ātrumu, bet sprādziens ir momentāls."	SPEECH
Un tas ir sākums, vēlāk būs arvien par maz.	SPEECH
Šī tauta , laikam, nav piedzīvojusi bada gadus! Vai , tiešām,nav citu iespēju kā izklaidēties??	SPEECH
Šausmīgi sekli tas viss izklausijās...	SPEECH
Pavisam par ko citu-Atpakaļ matu krāsu-bija skaistāk.	SPEECH
kopumā pieņemu, ka tik skarbos klimatiskajos apstākļos šādu monstruālu , vairāk par 3 stāviem, celtņu būvēšana un sevišķi ekspluatēšana ir valstisks noziegums, bet lielajai politikai nav nekādas daļas par tautu	SPEECH
"Mēs esam pat ļoti izpalīdzīgi ...\
Banka Baltija ,Parex, Krājbanka, OIK , Dienvidu tilts , zelta bibliotēka, prezidentu villas ,auto un pensijas..."	SPEECH
"Ja visi sistēmā, tad noņemt naudu no sistēmas, izmainīt tajā datus vairs nav problēma. Vecajos laikos nauda bija kabatā, tagad kabatas tukšas un nauda sistēmā, ar kuru manipulēs gan uzturētāji, gan hakeri. \
Vai tiešā tekstā - nauda vienkārši izņemta no kabatas un nolikta visiem pieejamā vietā. Lielāka destrukcija nav iedomājama. \
Vēl iespējams - vienīgā vieta, kur reāli varēs saņemt palīdzību, būs tikai privātie medicīnas centri."	SPEECH
Būtu sēdējis savā būdā un klusējis....sanāktu labāk...	SPEECH
Toties izraēlē par vienu miljonāru vairāk	SPEECH
Nu tad visiem pilnu sili un labu vietu pie siles :) Un kārtīgu racienu :)	SPEECH
Re, kāds veiksminieks - visas problēmas viņam beigušās, un valsts no viņa vairs neko nevarēs paņemt!	SPEECH
Nemaz neskatījos un neklausījos to tukšpirdi - nav vērts laiku tam tērēt.	HATE
Kopš 2000. Gada alga kāpusi gandrīz 10 reizes	SPEECH
Tu vari krist ,tu vari lūzt, mēs tāles sniegsim , kur saule aust :)	SPEECH
Kārteejais prokekts ,kas liek skaukt naudu. OIK nr2	SPEECH
Nodokļus maksā samērā labi, tik to nodokļu naudu padkat kā apsaimnieko valstī, Rīgā, pierīgā! Likumīgie 20% ir tā sērga kas visu kropļo un impotentā valsts vadīšana siles formātā!	HATE
Par to veselības apdrošināšanu nevis 5% bet 75% nevarēs samaksāt no palikusajiem latvija. Piemēram es toč ne ,tad sanāk vieglāk sagaidīt paasinajumu veselībā un saukt neatliekamo palīdzību.	SPEECH
Ir aplami uzskatīt, ka lielveikali paši ceļ cenas. Jā, piekrītu, Rimi peļņas % no pārdotajām precēm ir augstāks, bet, galvenokārt, cenas diktē ražotāji, kuru cenu celšanas pamatojumam ne vienmēr ir pamats.	SPEECH
Kaaa man kau ZB , ka vaksts iekasee naudu no iedziivotaajiem! Dziivojam uz itkaaa īri, savaadak nav iespeejams šajaa valstii	SPEECH
kaut nu - pēc tā pilnā aptumsuma , mēs vairs neredzētu patreizējo Administrāciju - nevienu deputātu ar čekas / brašā komjaunieša + LPSR KP biedra + ČEKISTA vienā personā ,, asti ,, nekur , nevienā amatā , nevienu tiesnesi Brežņeva laikā ,, studejušo ,, un kur nu vēl alkoholiķi ( Aizkraukles tiesa ) , nevienu morāli bojātu Personu !	HATE
28 gadus vajadzeeja lai knab saaktu straadaat! Ko Striike tur deldeeja kreeslus? Tagad saemaa deldees!	SPEECH
tas,ka būšu apdrošināts ar pilnu grozu droši vien nozīmē,ka pie ārsta rindā nebūs jāgaida 105 dienas,bet tikai 3,5 mēnešus	SPEECH
"Respondentam Mareks Markuss:\
Latviski runā ap divi miljoni cilvēku visā pasaulē.\
Nav nekāds brīnums, ja manā runas manierē samanāt kaut ko no sava kaimiņa Žorika leksikas, kad šis jau labā pālī."	SPEECH
Namjoks visiem , pirms nodokłu celšanas, vai kā cita! Aaa pareizi , obligaataa veselibas apdrosinaasana arii!	SPEECH
Ja dzer tad nebrauc,sargiet sevi,jēziņ,tik maz mūsējo ir palicis.Visiem stipru,veselu Jauno gadu.	SPEECH
Ekonomikai ir jābūt ekonomiskai, vien vārd sakot.	SPEECH
Nu veiksmīgu jauno gadu,strādājiet šajā valstī Jums darba netrūks ,dievs lai dod veselību un izturību!	SPEECH
Tu vari krist, tu vari lūzt, mēs tāles sniegsim, kur saule aust	SPEECH
Pilsētā,kur piedzimst vējš tā ir normāla parādība.	SPEECH
Nu veiksmīgu jauno gadu,strādājiet šajā valstī Jums darba netrūks ,dievs lai dod veselību un izturību!	SPEECH
Biedri! Sistēma uzkārusies! Skrienam rīt visi pie ārsta, vēl varam paspēt!	SPEECH
Malacis, Anastasija! Lai izcils Tev šis gads kortos! ☺	SPEECH
Pāragri mirušo arī	SPEECH
Smieklīgi būtu ja mahimās minimālo algu sāktu maksāt aploksnēs!	SPEECH
Prot cilveki dzivot	SPEECH
vissirslikti.lv viss ir slikti pat jaunajā gadā. :)	SPEECH
Tas kroplis vēl dzīvs ir?!?	HATE
Ideāls apsveikums KGB stilā, redzējuši un dzirdējuši visi, bet tekstu neatceras neviens, itkā nekā nebūtu bijis. MP pat sejas panti nemainījās, tīrs teksts kā no dzltenas silikona lelles. Tieši tas pats ar prezidenta tekstu. Abiem actiņas tā vien šaudījās pa monitoru.	SPEECH
Aizmirsu, kā sauc kanālu, kur var skatīties.	SPEECH
Labo darbu čempionu ieviestais projekts - ir kāds neapmierinātais?! Pats čempionu čempions Valdis K. sauc cīņā ar čempionu laika parādībām...	SPEECH
Kāpēc kādam vispār būtu jāārstē bez maksas valsts izzadzēji - Aplokšņu algu saņēmēji? Kurš Aplokšņu algu saņēmējiem traucē maksāt visus nodokļus pilnā 100% apjomā no saviem nelegālajiem ienākumiem? Un tad iet un ārstēt savas ielaistās slimības uz pensionāru un valsts rēķina?	SPEECH
Kas teica Klimovičam, ka ASV karavīri karos par Baltijas valstīm. ASV to nekad nav solījusi, arī NATO 5.pants neparedz, ka ASV vai NATO būtu obligāti jākaro par mums. Protams, ASV karaspēka klātbūtne šeit Latvijā vai Polijā varētu atturēt mistiskā krievu uzbrukuma, bet tik pat labi var arī provocēt krievus uz tādu uzbrukumu. Tad vēl ir jautājums, ko ASV prasīs no Polijas par karaspēka izvietošanu, par velti tas nebūs, pieņemu, ka Polijai nāksies lobēt ASV intereses ES un tas kaitēs visai ES, jo ASV ir ES ekonomisks konkurents. Ņemot vērā iepriekš minēto, varbūt vajadzētu jaunajā 2019. gadā padomāt par mieru nevis par bruņošanos. Diemžēl ar Rinkēviču kā ārlietu ministru nekādas miera iniciatīvas nav iespējamas.	SPEECH
"Viņš jau var prasīt palīdzību ASV...tad visi fašingtonas troļļi būtu sajūsmā.... ASV netiek galā ar saviem bomžiem un noziedzību, kur nu vēl kādu citu valsti glābt :D \
Lai vai kā tas daudziem var nepatikt...un daudzi mākslīgi ceļ gaisā ASV spējas kaut ko regulēt un sakārtot.... bet reālie pasaules notikumi pierāda pretējo... \
Lībiju nēģināt glābt var kaut vai Bangladešā, bet tā nebūs Bangladeša un ne ASV.... bet, cerams, ka Krievija... lai cik 'neattīstīta' tā būtu....tā ir vienīgā valsts, kuru nekontrolē šobrīd nevirns ārējais spēks!\
To, kā pacēla savu valsti Kaddafi...vairs jau neviens neizdarīs... nebūs vairs bezmaksas medicīnas, bezmaksas dzīvokļu piešķiršanas, ceļu būves... algas bija tur 4 ciparu apmērā...\
Galvenais, ko Kaddafi izdarīja...uzbūvēja valstī ūdens apgādi zem zemes. Ūdens tajā kontinentā ir svarīgākais resurss.... tie bija pirmie objekti, kurus saspridzināja asv sponsorētie teroristi!"	SPEECH
Šis cirvis ir par smagu skaliem	HATE
Nevajadzētu pārspīlēt ASV, Ķīnas un citu lielvalstu ietekmi??? 2008 gada bankrotēja banka ASV un kas sākas? Mēs esam vistiešākajā veidā atkarīgi no globālajiem procesiem, vai TU , cilvēk, pats saproti ko runā?	SPEECH
Laimīgu 2019. gadu mums visiem! Patika visi komentāri. Paldies nesaku.	SPEECH
maksā vai nemaksā tā vai tā tev pateiks - gaidi rindā pusgadu vai par maksu pēc 2-3 dienām... un visi maksās neatkarīgi no šīs apdrošināšanas...	SPEECH
Pirmā spēle un 0-6,2-6	SPEECH
Vīrietis nelietoja alkoholu, pat nepīpēja. Lai vieglas smiltis.	SPEECH
Vai neiet runa par tvana gāzi?	SPEECH
Ja Latvija no budžeta veselības aprūpei atvēlētu tikpat cik vidēji Eiropas valstis	SPEECH
Viss ar vienu domu,Jūs vairāk darāt- Mēs labāk dzīvosim, jo kā var sadzīvot lielākas algas ar nabadzīgāku tautu, tātad lai kādam būtu super labi ,kādam jābūt mēreni slikti,uz vienu labi paēdušo ir kāds simts badā mērdēto. Nebūtu jau tas tik neciešami, ja labi uzturētais krējums to neuzskatītu , kā pašu pa sevi saprotamu.Kā seko kaut kāda naudas pielikšana - to nesāk ar tiešajiem izpildītājiem , bet gan ar augstākajiem vadītājiem ,kuri jau tā sēž kabinetos un lielāka neērtība ko viņi bauda - ir piesvīdušas apenes un krietni lielāks masas izmērs dalīts ar paaugstinātu asins spiedienu, kompensēts ar piecreiz un citam pat entām reizēm lielāku algu .Izpalīdzīgi jau mēs esam,ziedojumu tālruņi aš brīžam karsti , redzīgi mēs arī esam -tikai nav spēka ko darīt- jo augeja staļļi pilni ar mēsliem. Vajadzētu tīrīt. Laimīgu Jauno Gadu!	SPEECH
Kādam balle beidzās tā arī nesākoties!	SPEECH
"Kā vienmē pa TV translēja kvalitāti ,it.kā šo pasākumu filmē at telefonu. \
Attēta izfokusēšana un divu attēlu sapludināšana vienā attēlā aizvien ir pāķu līmenis."	SPEECH
"CIK tad mēnesī jāmaksā par šo apdrošināšanu.. ........\
.. kāds zin ?\
Nekur nevaru atrast !\
Visur tikai gudra muldēšana...."	SPEECH
"Nemāku gan komentēt par tieši cik cenas ir cēlušās, bet to, ka studiju laikā (97-00..) no mammas dabūju un iztiku ar 10 LVL mēnesī, tas ir fakts. Dzīvoju kojās, bija vēl stipendija 7 LVL mēnesī. Sanāk, ka reāli par 47lvl jeb ~70 euro mēnesī samaksāju par kojām, nopirku studenta mēnešbiļeti diviem transportem un 4 nedēļas pārtiku - sanāca gan šad tad pilsētā paēst, gan uz kino aiziet. Daļa pārtikas gan brauca no mājām līdzi.\
Vai to pašu šodien varētu paveikt par 140 euro, īsti nav pārliecības."	SPEECH
"Tad nekādi jauni nodokļi nebūtu vajadzīgi. \
Latvijā 3%, Eiropa vidēji 8%"	SPEECH
Jā, ko mēs gaužamies par savējiem muļķiem. Ir vēl atsaldētāki pajoliņi.	SPEECH
Nekas jau nemainās! Par skaidru naudu pakalpojums uz reiz, no groza - gadu rindā sēdēsi!	SPEECH
Ostapenko it sevišķi par šodienas spēli,izgāzās kā veca sēta.	SPEECH
Kaut vai tas, ka samaksājot visus nodokļus 100% apmērā viņam maizei nepaliktu. Ja tu ietu tīrīt dzīvokļus privātajiem par 20 eur, vai tiešām būtu gatavs pusi jeb 10 eur atdot nodokļos? Turklāt darbs nepastāvīgs, te ir te nav. Tas pats ar celtniecību. Ir haltūra noflīzēt 10m2 šodien, aizej izdari un saņem savu naudu uz rokas. Bet rītdiena miglā tīta. Tā tie cilvēki sitās pa dzīvi.	SPEECH
Es arī negribu, ka par mani vāc un uzkrāj informāciju. Pie ģimenes ārsta nereģistrējos. Bet valsts jau atrod iespēju tikt klāt pat tādiem. Katru legāli strādājošo no darba sūta ik pāris gadus uz tā saucamo OVP, kurā reizēm ietilpst arī asins analīzes. Uz jautājumu, ko un priekš kam tur analizē- neatbild. Man nav un nevar būt pārliecības, ka valsts nav savilkusi savās krātuvēs info par manu DNS un sazin ko vēl...	SPEECH
"LIDL Lietuva.\
Piens 60-70c/L\
Olas 070-1,10 Eur/pk\
Kafija malta 3 Eur par 0,5kg nevis par 250g. Jacobs un Nestle un Melitta."	SPEECH
Izklausās ka atkal cels sev algas.	SPEECH
Būtu Zadornovs dzīvs, tad varētu uztaisīt kādu jautru satīras gabalu, gluži kā par MH17 un visi kremlini tad tā kā toreiz varētu arī tagad ierēkt.	SPEECH
"Pastāstiņš par jaunajām nostādnēm produktu pirkšanas un iesaiņošanas jomā.\
\
Tiks mainīts avīžu formāts - to izmēru palielinās divas reize, bet tirāžu pacels desmit reizes. Ieejot veikalā , pie ieejas būs sakrautas grēdas ar avīzēm dažādās valodās - latviešu, angļu, krievu un poļu, lai katrs var izvēlēties avīzi pēc sava prāta, vai pēc ietinamās preces veida. Piedevām uz avīzēm būs nodrukāts tīkls, kura acis būs atbilstošas vidējā pircēja pēpuses izmēram. Sākotnējo ideju - veidot tīklu no perforācijas, komisijas noraidīja, jo tas varētu draudēt ar ietinamā papīra plīsumiem un preces zudumiem. Šajā sakarībā atkal aktualizējies jautājums par papīra ražotnes un celulozes kombināta būvi pie Daugavas, netālu no valsts robežas. Šoreiz valsts pilsoņi tiek lūgti šo projektu atbalstīt, lai Latvijaj kļūtu zaļāka un videi draudzīgāka."	SPEECH
"e-veselība\
Labs pamats visam!"	SPEECH
Es valstij negribu dot informācijas pat ne tik, lai varētu, ja kas, atpazīt manu līķi	SPEECH
Diemžēl, jau piecu gadu laikā gandrīz divkāršojas....	SPEECH
daudziem nepatīk,ja nolasa agrāk pārdomātu tekstu.vai tad labāk atnācu ,pamuldēju un nabagus iepriecināju	SPEECH
...:D...par parādnieku cietumu iet runa ?...nu neuztraucies tik ļoti, valsti par parādiem cietumā neliek...vot defoltēt gan var...un uz to mēs pilnā gaitā ejam...vienā brīdī to 10 gadus ilgušo Latvijas aizņemšanos EK piegriezīs ciet...un tad pasakas par izaugsmi nelīdzēs...:)	SPEECH
"Latvijā Oligopols.\
Lietuvā 5 konkurējošas ķēdes plus mazākas ķēdītes.\
cenas ir atšķirīgas."	SPEECH
Tu no saakuma dadziivo liidz pensijai :)	SPEECH
Boržomčiks palīdz	SPEECH
Laimīgu Jauno gadu! Veselību, dzīvesprieku un izdošanos visos labos darbos!	SPEECH
Pateicoties nebaudāmai konfekšu garšai, uzlaboju savu diētu, jo tādas vienkārši ēst nespēju. Kādreiz bija arī ļoti garšīgs šerbets, nu jau pāris gadus arī tas ir pretīgs. Selgas cepumi - šausmas! Tā arī atstādinājos no saldumiem, paldies Orklai.	SPEECH
Izskatās ka viņa draugi nav tik sociālistiski noskaņoti,nedalās ar naudiņu:D Varbūt beidzot pieņemsi palīdzību no demokrātiem un tīsies lapās? Jau vairākas reizes ir bijuši piedāvājumi tev apmaksāt biļeti! Un tas nav nekas slikts pieņemt labumus no demokrātiem, tas var glābt dzīvību kā māca PSRS vēsture!	SPEECH
Tas miets ir citā vietā iedzenams!	SPEECH
"Jogurti 350g 0,59 Eur.\
Graudainais biezpiens (mājas siers) 0,49 Eur bundžiņa.\
mandarīni 60 centi/kg.\
Banāni "	SPEECH
Līdzjūtība ģimenei	SPEECH
Kā ar pensionāriem? Arī jāapdošinās	SPEECH
9m/s nu gan ir milzīga vētra! Vajadzētu vēl ko sadomāt. Varbūt aizliegt krāsnis kurināt, vai suņus pastaigā vest. Visur salutēja un nebija ne vainas.	SPEECH
Bet sniegs taču visur nokusis...	SPEECH
Atļautais tur ir 30	SPEECH
"Visās pilsētās ir tādi atsaldēti, nedomātāji ar galvu! Tas nav tikai Jelgavā..\
Liepājai un Ventspili būs paveicies ar pirotehniķiem, kas domā ar galvu un uztracās par drošību!"	SPEECH
Tagad visus uz pannas!	SPEECH
Drrtfgvvvv	SPEECH
Nav nekāda statusa tajā eveseliba, par ko tiek maksats...?	SPEECH
Ui cik gudra Nezaale!! Bet zini kur ir atshkiriba - amerikani NEKAD nav okupejushi Latviju! Nevienu nav sheit pie sienas pielikushi vai izsutijushi... tapec ari sirdij tuvaki :)))	SPEECH
...tici tiem izaugsmes cipariem ?...es ne...uz Eiropas dāvinātām naudām un kopīgās devalvācijas tie balstās...a par Kučinski neko tādu sliktu teikt nevar...strādā mierīgi un strādā esošajā situācijā, zvaigznes no debesīm arī nevienam nesola...:)	SPEECH
Šovu bija spiesti taisīt KNAB jo redzot vēlēšanu rezultātus saprot ka tautai pacietības mērs jau pilns. Tagad ar Rīgas satiksmes skandālu tiek mēģināts slāpēt tautas dusmas. Ticēšu tikai tad ja vainīgos iesēdinās uz konkrētu termiņu un ar mantas konfiskāciju. Vai būs neticu jo visu regulē lielā nauda un politiskais piesegs. Cilvēku par konfekšu zādzību liek cietumā bet kuri zog lielas summas nosacīts sods jo tam ir nauda ar ko algot advokātus.	SPEECH
